Att 1,Att 2,Correlation
V203,V182,0.918220109
V143,V333,0.91821575
V273,V212,0.918146839
V275,V232,0.918090113
V22,V17,0.917938265
V168,V296,0.917819668
V105,V318,0.917804398
V90,V49,0.917756359
V159,V145,0.917703837
V298,V213,0.917665404
V324,V299,0.917662505
V105,V102,0.91761832
V104,V297,0.917607817
V50,V94,0.917543603
V296,V179,0.917510688
V97,V306,0.917289939
V265,V203,0.917214524
V219,V211,0.917133734
V101,V308,0.91695542
V22,V84,0.916948966
V143,V168,0.916810608
V50,V33,0.916724859
V148,V157,0.916440817
V64,V85,0.916422203
V91,V30,0.91621898
V181,V183,0.916184816
V280,V202,0.915871785
V202,V97,0.915813584
C12,C11,0.915692658
V149,V154,0.915597118
V296,V106,0.915539212
V43,V85,0.915451821
V202,V324,0.915449572
V328,V299,0.915267023
V295,V306,0.915211961
C11,C7,0.915208869
V15,V31,0.91519419
V4,V5,0.915163759
V106,V183,0.91516054
V29,V48,0.915066665
V43,V84,0.915054711
V219,V213,0.914941091
V180,V203,0.914924193
V178,V298,0.914751651
V60,V302,0.914732537
V29,V69,0.914608992
V68,V28,0.914602313
V213,V232,0.914585317
V178,V273,0.914507483
V15,V71,0.914473941
C10,C6,0.914440306
V299,V183,0.914234986
V336,V335,0.914129556
V324,V233,0.914117952
V237,V182,0.91410837
V204,V182,0.913927503
V273,V168,0.913740982
V126,V295,0.913688212
V213,V217,0.91356005
V156,V153,0.913550167
V183,V236,0.91337414
V137,V135,0.913347683
V89,V68,0.913304566
V73,V15,0.913292575
V203,V213,0.913256259
V213,V231,0.913214328
V274,V212,0.913146512
V21,V31,0.912960308
V96,V298,0.912924374
V236,V182,0.912736904
V334,V206,0.912608534
V179,V275,0.912461209
V32,V16,0.912332277
V306,V280,0.912327049
V204,V167,0.912279212
V92,V15,0.912247516
V64,V42,0.912230099
V48,V69,0.912197947
V212,V143,0.912145552
V328,V181,0.912130661
V194,V197,0.911993837
V131,V269,0.911860646
V195,V198,0.911575091
V218,V231,0.911393448
V57,V51,0.9113626
V93,V32,0.911336161
V330,V237,0.911129984
V324,V232,0.911025165
V218,V274,0.911001585
V50,V22,0.910965589
V105,V133,0.910742174
V126,V280,0.910680304
V57,V31,0.910606495
V316,V317,0.910547751
V317,V279,0.910416879
V298,V103,0.910242816
V151,V160,0.910238306
V43,V63,0.910219473
V74,V94,0.910060972
V324,V217,0.910014079
V217,V275,0.910011308
V308,V298,0.91000973
V131,V266,0.909926038
V72,V32,0.909889164
V91,V48,0.909607706
V102,V294,0.909270684
V17,V84,0.909163222
V295,V298,0.909130415
V16,V79,0.909113028
V296,V213,0.90894868
V229,V243,0.908776583
V235,V237,0.908747154
V293,V317,0.908710513
V275,V168,0.908663
V217,V322,0.908627055
V324,V219,0.908536641
V211,V204,0.90839055
V275,V231,0.908241234
V203,V178,0.908210487
V177,V275,0.908180736
V58,V71,0.908084325
V72,V57,0.907998141
V275,V178,0.907957761
V182,V329,0.907935438
V306,V307,0.907918654
V10,V90,0.907757551
V128,V298,0.907723294
V91,V70,0.907717162
C14,C4,0.907675578
V176,V190,0.907568484
V202,V265,0.907536461
V339,V337,0.907377523
V324,V106,0.90701348
V16,V58,0.906951215
V322,V231,0.906923679
V266,V312,0.906614916
V304,V60,0.906584145
V96,V294,0.906455287
V275,V167,0.906393447
V334,V336,0.906311542
V58,V73,0.906258906
V196,V207,0.906215239
V105,V182,0.90620107
V17,V63,0.906180046
V178,V296,0.906163778
V263,V265,0.90609298
V50,V58,0.90602172
V72,V79,0.906014144
V231,V324,0.905963945
V59,V21,0.905885288
V51,V74,0.905764882
V257,V246,0.905762082
V186,V196,0.905683474
V214,V216,0.905538754
V182,V168,0.905508488
V330,V324,0.905371359
V19,V20,0.905333752
V52,V94,0.905186196
V294,V133,0.905169776
V45,V44,0.905100684
V312,V269,0.904972284
V296,V280,0.904927095
V51,V34,0.904781815
V97,V330,0.904695458
V317,V132,0.904604373
V318,V298,0.904547022
V333,V299,0.904426535
V58,V94,0.904357723
V236,V218,0.904252847
V79,V94,0.904096983
V306,V204,0.904047503
V134,V298,0.903999392
V58,V93,0.903900882
V233,V323,0.903657237
V17,V80,0.903465794
V42,V85,0.903436323
V322,V233,0.903333783
V16,V31,0.903204957
V327,V285,0.903144053
V307,V316,0.903071798
V298,V182,0.903002832
V204,V177,0.90299281
V331,V204,0.902956026
V64,V84,0.902823942
V279,V307,0.902795911
V16,V51,0.902729513
V43,V21,0.902635867
V95,V317,0.902611283
V80,V39,0.902400355
V104,V106,0.902355872
V64,V22,0.902293941
V204,V126,0.902185788
V182,V212,0.902074351
V280,V330,0.901883908
V30,V90,0.901783491
V219,V323,0.901775346
V323,V232,0.901760678
V222,V259,0.901667066
V59,V80,0.901617382
V64,V60,0.901516302
V253,V229,0.90151371
V294,V103,0.901411638
V21,V92,0.901296881
V227,V245,0.901069037
V317,V101,0.901052431
V317,V306,0.900672105
V336,V266,0.900629479
V153,V149,0.900617347
V212,V233,0.900452639
V74,V33,0.900392736
V233,V97,0.900292511
V57,V74,0.900184095
V42,V59,0.900029805
V85,V63,0.900023828
V269,V336,0.899984392
V298,V127,0.899850429
V294,V134,0.899843127
V293,V307,0.899820295
V18,V84,0.899787905
V42,V17,0.899778425
V59,V84,0.89969559
V74,V52,0.899591663
V15,V32,0.899565795
V188,V189,0.899481025
V102,V233,0.899383865
V63,V50,0.899345963
V232,V322,0.899343502
V50,V42,0.899251679
V126,V307,0.899235136
V217,V323,0.899189148
V103,V233,0.89862994
V97,V294,0.898621992
V18,V63,0.898337364
V85,V21,0.898130305
V50,V73,0.897813234
V204,V279,0.897800634
V95,V204,0.897724517
V316,V204,0.897642815
V204,V322,0.897622736
V97,V296,0.897576817
V253,V249,0.897530077
V204,V132,0.897513423
V297,V329,0.897362166
V102,V298,0.897288207
V307,V132,0.897270429
V29,V91,0.897253843
V94,V31,0.897189385
V84,V50,0.897169114
V182,V296,0.897159862
V21,V64,0.897004664
V219,V97,0.896687937
V294,V127,0.896658408
V90,V70,0.896646591
V217,V97,0.896615632
V232,V212,0.89660495
V59,V39,0.896472868
V84,V80,0.896385653
V217,V279,0.896128986
V42,V31,0.8961135
V219,V212,0.89593795
V84,V31,0.895917476
V33,V52,0.89544734
V307,V95,0.895426974
V71,V16,0.895350786
V71,V21,0.895339682
V95,V217,0.895339211
V52,V73,0.895137475
C7,C4,0.895092401
V102,V231,0.895053076
V204,V101,0.895051313
V74,V34,0.895031755
V63,V71,0.895030486
V73,V34,0.895004516
V236,V180,0.89495609
V32,V21,0.894938485
V204,V293,0.894925998
V30,V70,0.894897877
V126,V317,0.894875521
V103,V231,0.89487064
V172,V196,0.894848564
V217,V102,0.89481216
C12,C4,0.894618657
V279,V231,0.894602002
V274,V213,0.894562437
V33,V79,0.894516351
V71,V94,0.894478855
V297,V299,0.894364872
V231,V95,0.894334903
V180,V237,0.894217212
V217,V103,0.894206348
V253,V224,0.89416693
V22,V43,0.894132231
V263,V306,0.894083232
V183,V329,0.894056122
V212,V105,0.893928074
V237,V106,0.893917152
V160,V144,0.893884319
V16,V73,0.893854894
V231,V323,0.893772604
V49,V30,0.893633053
V212,V217,0.893619954
V253,V267,0.893544765
V232,V97,0.893440114
V105,V204,0.893410842
V10,V48,0.893390818
V97,V231,0.893261398
V293,V231,0.893195303
V18,V80,0.893054848
V16,V92,0.893012654
V33,V58,0.89292119
V231,V212,0.892897605
V186,V191,0.892844599
V212,V329,0.89279782
V307,V101,0.892738493
V273,V316,0.892727144
V329,V204,0.892551945
V333,V106,0.892414835
V102,V232,0.892375859
V63,V60,0.892258041
V219,V322,0.892188035
V204,V164,0.892139191
V255,V245,0.892076128
V231,V101,0.891990419
V42,V18,0.891986204
V295,V296,0.891688017
V277,V214,0.891646853
V31,V51,0.891640968
V218,V275,0.891472918
V330,V333,0.891456642
V299,V323,0.891404155
V296,V308,0.891333887
V331,V263,0.891288889
V69,V91,0.891153439
V234,V218,0.891137632
V103,V232,0.891103323
V41,V65,0.891085704
V49,V70,0.891001926
V302,V21,0.890931029
V160,V152,0.890900929
V84,V92,0.890874784
V96,V233,0.890815429
V293,V217,0.89076561
V219,V96,0.890735236
V133,V298,0.890649136
V96,V296,0.890610053
V153,V157,0.890601012
V183,V235,0.890540055
V162,V161,0.890451925
V274,V275,0.890307297
V61,V62,0.890257082
V219,V102,0.890187157
V79,addr2,0.890125387
V95,V233,0.890001597
V59,V17,0.889991105
V132,V273,0.889981725
V279,V233,0.889887225
V330,V128,0.889839692
V57,V32,0.889703116
V29,V49,0.889667515
V217,V101,0.889649518
V104,V181,0.889642574
V183,V105,0.889451723
V330,V103,0.889431219
V27,V68,0.889335957
V134,V273,0.88920488
V212,V298,0.889162113
V211,V218,0.888879112
V128,V294,0.888785362
V103,V219,0.888688504
V58,V92,0.888618062
V295,V330,0.888535609
V133,V273,0.888380143
V288,V289,0.888344203
V180,V204,0.888128398
V92,V79,0.888102263
V50,V79,0.888083851
V298,V204,0.887938795
V71,V51,0.887857785
V213,V218,0.887838391
V97,V106,0.887752153
V179,V203,0.887740942
V90,V11,0.887701488
V193,V207,0.887617037
V49,V69,0.887613456
V308,V330,0.887557184
V213,V182,0.887318582
V150,V152,0.887183533
V181,V297,0.886993092
V96,V217,0.886770608
V30,V48,0.886767556
V233,V293,0.886719851
V196,V193,0.886630646
V207,V191,0.886610804
V264,V274,0.886197404
V176,V228,0.886160532
V79,V71,0.886070265
V190,V246,0.886028317
V296,V103,0.886007669
V58,V74,0.885975253
V73,V71,0.885904711
V101,V233,0.885833779
V318,V296,0.88565993
V204,V143,0.885172604
V319,V214,0.885148948
V29,V70,0.885085476
V96,V232,0.885039214
V84,V71,0.885039031
V48,V70,0.884942548
V91,V11,0.884841294
V63,V31,0.884828658
V302,V80,0.88480799
V92,V63,0.884586978
V235,V328,0.884510775
V52,V34,0.884307678
V298,V183,0.8842984
V299,V97,0.884210123
V128,V296,0.884026709
V298,V307,0.883983496
V302,V17,0.883702918
V22,V31,0.883495145
V155,V158,0.883433272
V72,V15,0.883239346
V85,V22,0.883215532
V182,V299,0.883210627
V280,V233,0.883205527
V84,V302,0.883159186
V10,V69,0.883021699
V243,V258,0.883010257
V309,V311,0.882926356
V186,V199,0.882909812
V69,V30,0.88284975
V57,V93,0.882686794
V276,V319,0.882619048
V95,V232,0.882344426
V105,V307,0.882258238
V59,V18,0.882101385
V96,V231,0.882075938
V279,V232,0.882036662
V268,V267,0.881998201
V57,V34,0.881961086
V157,V156,0.881782091
V71,V42,0.881744852
V83,V82,0.881631566
V229,V254,0.881433675
V63,V302,0.88100109
V333,V263,0.880997179
V95,V219,0.880949197
V92,V42,0.880908449
V219,V279,0.880857189
V212,V296,0.88076797
C14,C13,0.880721509
V33,V71,0.880699696
V134,V330,0.880607322
V332,V299,0.880456106
V219,V237,0.880275151
V22,V32,0.880216117
V64,V59,0.880157363
V41,V14,0.880084479
V296,V134,0.879970989
V51,V58,0.879741912
V330,V318,0.87966045
V10,V29,0.879585161
V304,V59,0.879559084
V217,V280,0.879550076
V204,V296,0.879526113
V157,V154,0.879524474
V299,V237,0.879519278
V58,V31,0.879503925
V237,V329,0.879382694
V280,V219,0.879351763
V299,V168,0.879199732
V143,V165,0.879188542
V248,V229,0.879047524
V81,V60,0.879026256
V274,V211,0.878905292
V318,V273,0.878873768
V303,V302,0.878828064
V52,V15,0.878772957
V182,V178,0.878682404
V299,V280,0.878576918
V232,V293,0.878504672
V17,V50,0.878499126
V229,V230,0.878426436
V33,V92,0.87820086
V34,V50,0.877953792
V101,V232,0.8778396
V127,V296,0.877791753
V17,V31,0.877740823
V141,V142,0.877733005
V42,V302,0.877678296
V295,V233,0.877678013
V296,V183,0.877582218
V207,V172,0.877538261
V263,V203,0.877342483
V15,V74,0.877284215
addr2,V57,0.876965469
V182,V330,0.87693989
V51,V79,0.876896002
V58,addr2,0.876797841
V297,V183,0.876683994
V145,V152,0.876682153
V182,V179,0.876528406
V81,V40,0.876484275
V232,V280,0.876421147
V106,V323,0.876380961
V263,V126,0.876304918
V183,V328,0.876296596
V165,V134,0.876268365
V148,V158,0.876240242
V42,V39,0.87614281
V318,V165,0.87613398
V280,V231,0.876130417
V33,V31,0.875946608
V103,V165,0.8758348
V256,V245,0.875775879
V307,V296,0.875747807
V50,V51,0.875647928
V182,V106,0.875629592
V165,V295,0.875552158
V104,V183,0.875523445
V212,V180,0.875384413
V329,V104,0.875274875
V32,V94,0.875201218
V80,V21,0.875130963
V85,V81,0.875130586
V207,V268,0.87511758
V280,V106,0.875098241
V302,V18,0.874739132
V323,V330,0.874699503
V31,V79,0.874466294
V51,V92,0.874373144
V330,V96,0.874190347
V165,V97,0.874078651
V280,V165,0.873987474
V102,V296,0.87393905
V179,V299,0.873936208
V165,V324,0.873920917
V254,V243,0.873915392
V15,V93,0.873891039
V295,V231,0.873776449
V18,V31,0.873673039
V84,V32,0.873574457
V279,V294,0.873531056
V42,V32,0.873487293
V17,V81,0.873443445
V293,V219,0.873292076
V324,V182,0.872966728
V101,V219,0.872851531
V217,V295,0.872835427
V221,V245,0.872754485
V133,V233,0.872690634
V22,V59,0.872530138
V18,V50,0.872176766
V134,V233,0.872133899
V218,V212,0.871953579
V97,V182,0.871921387
V165,V102,0.871904734
V294,V293,0.871863947
V128,V106,0.871706071
V294,V165,0.871679836
V96,V165,0.871626238
V218,V237,0.871584263
V10,V91,0.871560835
V257,V199,0.87151825
V323,V165,0.871444372
V299,V104,0.871328467
V79,V73,0.871303709
V164,V165,0.871301937
V133,V165,0.871031278
V11,V48,0.870964775
V32,V18,0.87088288
V165,V317,0.870735225
V127,V203,0.870669651
V57,V52,0.870548253
V149,V157,0.870523674
V218,V273,0.870417697
V302,V81,0.870340355
V328,V237,0.870291366
V295,V232,0.870245774
V93,V85,0.870215227
V312,V131,0.870205072
V182,V280,0.870120271
V32,V51,0.870075862
V60,V21,0.869801079
V103,V106,0.869784724
V332,V203,0.869557481
V165,V179,0.869492215
V119,V117,0.869106966
V10,V49,0.869053215
V133,V231,0.868976505
V299,V128,0.868957591
V317,V105,0.868926495
V231,V134,0.868903751
V37,V38,0.868884373
V217,V133,0.868792874
V333,V165,0.868711578
V311,V129,0.868652906
V308,V165,0.868649726
V332,V263,0.868589195
V203,V133,0.868524866
V128,V165,0.868496043
V217,V134,0.868347737
V273,V322,0.8683063
V42,V15,0.868233875
V332,V165,0.868190393
V18,V81,0.868128162
V159,V160,0.868072974
V216,V215,0.867910159
V103,V299,0.867839058
V296,V133,0.867824365
V180,V168,0.867795198
V333,V182,0.867682229
V165,V127,0.867598519
V307,V203,0.867492756
V203,V102,0.867391584
V328,V329,0.867309673
V307,V165,0.867303296
V93,V21,0.867291691
V39,V81,0.867284971
V295,V219,0.86726523
V298,V317,0.867257855
V59,V71,0.867075769
V308,V299,0.867074315
V80,V60,0.866924281
V63,V80,0.866861634
V92,V94,0.866856309
V106,V168,0.866838528
V324,V273,0.866528198
V40,V60,0.866431125
V203,V96,0.866396018
V31,V73,0.866373351
V277,V276,0.865980837
V182,V323,0.865974211
V50,V74,0.86595283
V59,V81,0.86591115
V42,V80,0.865910369
V81,V304,0.86586943
V182,V128,0.865834583
V321,V278,0.86582556
V323,V203,0.865803225
V49,V11,0.865760592
V92,V22,0.865731478
V105,V237,0.865689864
V133,V232,0.86562562
V132,V231,0.865495858
V168,V330,0.865435014
V21,V72,0.865423262
V96,V182,0.865004295
V16,V72,0.864891144
V213,V165,0.864728959
V73,V92,0.864659582
V332,V106,0.864636684
V316,V294,0.864615526
V203,V202,0.864512381
V263,V308,0.864481073
V134,V232,0.86436733
V60,V84,0.864271691
V39,V17,0.864159416
V317,V203,0.864112758
V217,V132,0.86408863
V103,V182,0.864025478
V100,V287,0.863855631
V309,V336,0.86376594
V22,V71,0.863752834
V69,V11,0.863514989
V330,V332,0.863443449
V316,V231,0.863386354
V17,V43,0.863300781
V334,V312,0.863291528
V60,V42,0.863281937
V182,V308,0.86322767
V17,V64,0.863175906
V32,V63,0.863063726
V133,V219,0.863021215
V105,V328,0.862992666
V39,V60,0.862939144
V224,V254,0.862917437
V254,V267,0.862879682
V72,V94,0.862856851
V273,V95,0.86284849
V92,V17,0.862816661
V299,V213,0.862784353
V182,V295,0.862716767
V80,V40,0.862708912
V172,V191,0.862669219
V165,V178,0.862466567
V308,V203,0.862457896
V294,V95,0.862433596
V273,V102,0.862379975
V103,V273,0.862278467
V57,V42,0.862185472
V154,V158,0.861917486
V72,V63,0.861905524
V134,V275,0.861832158
V134,V219,0.861793361
V278,V320,0.861695412
V134,V203,0.861642663
V316,V217,0.861622924
V64,V50,0.861600917
V70,V11,0.861591424
V127,V330,0.861554224
V203,V128,0.861537544
V97,V273,0.861522798
V203,V318,0.861495457
V17,V60,0.861472624
V59,V50,0.861289088
V50,V43,0.861282218
V275,V133,0.861208194
V308,V106,0.861199771
V134,V182,0.861070597
V265,V275,0.86103463
V168,V183,0.860836499
V104,V237,0.860823491
V279,V273,0.860822786
V159,V152,0.860804533
V106,V179,0.860797273
V294,V101,0.860778847
V17,V71,0.86074896
V182,V318,0.860698037
V204,V183,0.860567275
V225,V253,0.860548873
V17,V32,0.860479677
V236,V219,0.860358317
V203,V333,0.86035511
V295,V299,0.860305371
V332,V182,0.860304032
V297,V106,0.860277642
C14,C8,0.860246042
V330,V307,0.860234702
V17,V85,0.860166849
V336,V129,0.860074586
V29,V11,0.860053612
V302,V39,0.860042699
V81,V84,0.860007209
V180,V329,0.859775138
V165,V168,0.85973674
V132,V233,0.859515473
V273,V101,0.859498781
V58,V32,0.859434952
V52,V16,0.859413627
V179,V330,0.859201758
V132,V294,0.8590669
V74,V16,0.858955688
V106,V134,0.858802001
V295,V106,0.858738439
V32,V33,0.858724887
V285,V99,0.858605814
V296,V317,0.858598798
V59,V43,0.858586592
C6,C7,0.858583283
V293,V273,0.858492192
V180,V105,0.858414187
V93,V84,0.858387845
V181,V237,0.858281279
C6,C12,0.858181782
V203,V103,0.858136671
V134,V299,0.858108445
V127,V182,0.857832241
V230,V258,0.85772901
V330,V181,0.857586806
V43,V31,0.857575966
V316,V233,0.857157742
V318,V233,0.857112612
V295,V203,0.857081298
V128,V263,0.857010157
V302,V22,0.856846187
V96,V299,0.856662598
V294,V203,0.856563424
V11,V30,0.856554382
V64,V18,0.856479268
V298,V180,0.856324503
V43,V18,0.856256835
V51,V72,0.856225566
V39,V18,0.856117802
V176,V199,0.855774401
V16,V93,0.855739063
V203,V97,0.855709259
V96,V106,0.855488793
V102,V330,0.855458341
V203,V280,0.855293016
V18,V85,0.855267066
V72,V64,0.855228409
V219,V330,0.855228083
V72,V84,0.855090392
V203,V324,0.855031727
V328,V298,0.854895098
V136,V320,0.854772096
V294,V330,0.854766379
V338,V136,0.854638751
V60,V18,0.854537944
V92,V18,0.854530367
V218,V324,0.85449443
V274,V179,0.854492138
V330,V236,0.854476799
V218,V323,0.854474828
V216,V321,0.854263677
V18,V71,0.854203663
V273,V323,0.854061808
V294,V306,0.854043085
V262,V261,0.854025204
V275,V318,0.853957228
V34,V79,0.853935696
V231,V318,0.853886891
V32,V79,0.853736574
V318,V299,0.853680965
V243,V253,0.853654924
V43,V60,0.853630569
V70,V10,0.853591614
V276,V321,0.853500243
V43,V40,0.853336623
V102,V182,0.853292383
V72,V42,0.853274687
V312,V335,0.853156972
V60,V85,0.853114216
V72,V73,0.853071929
C10,C14,0.853008837
V243,V248,0.852932477
V217,V318,0.85288902
V307,V182,0.852700874
V40,V59,0.852537478
V296,V180,0.852536316
V93,V63,0.852487654
V64,V302,0.852459475
V21,V57,0.852280094
V34,V58,0.852213519
V219,V274,0.852162573
V267,V224,0.85209139
V265,V264,0.852046787
V178,V274,0.851981199
V113,V112,0.85184195
V274,V168,0.85163667
V80,V304,0.851601418
V132,V232,0.851510817
V84,V304,0.850834618
V106,V318,0.850826826
V72,V33,0.85076012
V273,V96,0.850372354
V59,V31,0.850233805
V274,V177,0.850032246
V194,V195,0.85001428
V252,V247,0.849959403
V178,V299,0.849959185
V42,V93,0.849742848
V85,V302,0.849741023
V133,V182,0.849590639
V86,V87,0.849442116
